21.35,0,10.113,7.866,7.866,7.866,5.618,7.866,11.237,19.102,6.742,5.618,3.371,12.36,8.989,13.484,8.989,12.36,2.247,3.371,-4.404,-4.358,-11.253,-17.381,3.719,0.66,11.383,20.382,6.933,-4.298,-7.92,-8.502,-6.68,-0.286,11.525,10.344,-17.555,-11.753,-8.785,-6.281,8.382,11.685,-14.167,-7.651,3.133,-3.141,-12.62,-11.586,-0.354,6.533,-5.091,5.899,-11.677,-8.329,-4.341,-5.736,7.795,10.621,1.769,9.795,5.81,5.859,-10.908,-12.365,-3.99,-3.057,20.131,11.666,-14.191,-6.078,4.6,1.689,-15.675,-4.381,-3.359,-1.913,-0.701,2.564,5.556,5.917
19.893,1.658,6.631,4.973,4.973,10.776,0.829,6.631,6.631,10.776,1.658,5.802,4.973,4.144,4.973,13.262,9.947,6.631,0.829,8.289,-6.722,-4.399,-5.684,-8.318,5.882,2.995,2.459,1.179,-1.933,-2.984,-1.728,6.706,-1.286,0.042,-2.837,-5.614,-6.9,-5.883,6.661,3.236,2.059,0.587,4.843,-1.091,-3.084,-6.543,-0.085,3.243,12.51,4.434,-0.424,-4.875,7.177,-0.354,-4.182,-3.048,-7.467,-6.377,6.15,1.355,-6.928,-2.048,-5.67,-1.42,-1.957,-0.14,-0.188,-2.415,1.66,6.094,0.223,3.134,-1.503,-4.714,-2.231,-0.522,-3.904,-0.357,5.927,2.981
16.138,1.562,6.768,2.603,2.082,7.288,0,4.685,3.123,7.809,3.123,3.644,1.562,2.603,5.206,7.288,4.165,6.768,0,3.123,3.138,2.024,-4.054,-4.608,-1.369,-1.594,-3.655,-2.313,-7.751,-7.157,-0.079,0.597,7.308,7.09,3.455,3.451,-5.322,-1.418,0.646,0.175,-6.1,-5.322,-4.062,-4.316,-4.09,-4.158,4.513,4.692,3.964,2.194,-2.485,0.2,-1.771,-4.912,-5.172,-3.177,-1.835,-0.532,5.515,-0.328,2.453,3.109,7.133,8.097,-1.519,3.673,1.789,0.277,-5.052,-2.72,-2.278,-0.458,0.397,-4.411,0.875,-0.327,6.483,9.572,12.367,9.617
7.865,1.748,3.495,5.243,3.495,9.612,1.748,3.495,11.36,6.991,1.748,5.243,7.865,3.495,1.748,6.117,6.991,2.622,0.874,5.243,3.979,5.646,-7.593,-6.819,-4.602,-0.711,-5.719,-1.984,-1.232,-4.295,-0.886,1.155,-1.722,3.167,-4.264,-2.213,-1.968,1.345,2.737,4.065,3.29,3.553,0.883,-0.9,0.815,2.875,5.121,7.219,-3.889,-1.434,-1.093,1.678,3.293,2.673,-4.908,-1.551,0.541,1.698,5.793,4.813,-2.47,-1.05,-4.11,-3.283,-0.127,3.703,-1.608,-3.399,4.334,-1.032,6.185,3.86,6.336,6.574,-7.558,-4.534,-6.832,-4.588,-1.701,5.746
9.887,1.236,4.943,4.943,3.09,9.269,1.854,1.854,8.033,3.09,1.236,2.472,2.472,4.943,1.854,0.618,5.561,4.943,1.236,3.09,-4.829,1.872,-3.357,2.246,-4.682,-0.571,4.934,7.703,-5.868,-7.299,0.065,1.721,0.809,0.365,-0.325,2.724,0.135,-2.339,0.246,6.981,-1.065,0.755,1.127,1.463,-1.958,-2.291,3.41,5.76,-2.781,0.58,1.738,-1.26,-1.352,-2.21,2.099,-0.057,-3.504,-3.297,-1.943,1.069,2.024,5.439,4.39,3.41,2.619,1.676,-3.086,-0.938,-5.868,0.848,2.493,3.54,0.65,2.57,2.588,-1.373,-5.006,2.265,2.11,6.21
16.452,2.531,6.328,6.328,2.531,8.859,1.266,3.797,10.125,5.062,2.531,3.797,7.593,6.328,1.266,3.797,2.531,8.859,2.531,1.266,1.22,0.069,-4.981,4.67,-9.413,-7.842,5.031,2.364,-6.557,-6.833,4.091,3.039,-4.262,-1.04,2.525,4.945,-2.739,-3.815,-4.398,-0.426,-4.278,-0.187,5.195,1.627,-0.852,-3.61,-1.86,-1.112,-9.722,-6.23,-4.436,-3.371,4.288,2.538,8.533,9.271,4.065,4.517,4.592,4.193,4.424,7.801,-2.294,4.773,0.283,-3.47,-4.221,0.978,2.606,1.398,-2.106,-4.294,1.849,5.178,-7.398,-0.206,3.847,8.99,-5.908,-4.816
5.756,1.047,5.756,7.326,3.663,9.419,2.093,2.093,2.093,6.279,3.14,3.14,5.233,2.093,1.57,2.616,5.756,2.093,2.093,3.663,-1.083,5.031,-3.462,-2.291,3.851,1.906,-2.387,-1.28,-4.913,-4.383,3.273,-2.077,2.821,4.746,0.823,0.914,2.127,6.151,-0.263,-0.662,0.598,-1.617,-1.286,-0.325,-2.22,-3.745,3.492,2.141,0.915,5.181,-3.62,0.828,5.288,1.288,2.103,4.393,-4.824,-3.786,1.86,1.792,1.477,-0.343,-6.119,-6.91,0.431,-2.774,4.465,6.994,-0.67,7.013,0.173,3.774,3.249,4.615,-0.392,0.132,-4.95,-4.752,0.384,-0.017
7.642,1.389,4.168,2.779,0.695,7.642,1.389,0,8.337,3.474,3.474,0.695,0,1.389,0.695,3.474,0.695,3.474,0,3.474,0.21,2.631,-5.573,-3.823,0.458,3.072,1.87,5.215,-3.56,-3.448,0.624,3.476,-0.131,2.311,-3.112,-0.63,-0.208,-0.972,0.98,0.305,-0.679,2.381,5.082,6.705,2.825,2.911,-1.999,-0.577,1.634,7.72,-0.114,7.568,-5.751,-1.312,-0.857,2.323,4.019,3.109,0.6,5.785,-1.647,-1.815,2.662,4.955,2.8,2.029,0.977,0.992,-2.436,-2.699,-0.088,2.708,-0.427,3.902,1.737,6.825,-6.759,-8.129,-0.853,-0.687
9.489,2.372,2.372,7.117,4.745,10.675,2.372,4.745,4.745,1.186,7.117,3.558,4.745,3.558,1.186,7.117,7.117,4.745,0,3.558,-4.02,-5.59,-5.759,-9.364,5.329,9.741,-2.762,-5.138,-3.5,-6.216,5.069,5.918,-0.459,-4.204,1.415,1.384,6.179,9.609,-6.436,-10.351,6.006,0.154,1.773,5.208,1.99,-6.971,2.68,1.78,1.102,1.896,-0.947,-4.678,6.151,6.949,-0.121,-1.761,-1.822,-2.606,3.991,7.446,-3.918,-5.883,0.823,0.556,4.306,7.33,-2.365,-7.761,3.077,1.772,1.101,9.887,-8.925,-11.184,5.112,0.842,2.912,10.039,1.326,-10.627
10.058,1.547,6.19,6.963,3.095,4.642,2.321,0.774,6.963,7.737,2.321,0,3.095,4.642,3.095,3.095,2.321,0.774,0.774,3.868,2.264,6.876,0.169,2.553,1.548,4.351,11.019,14.43,-1.931,2.894,0.913,3.9,1.771,8.274,4.625,10.164,-3.521,-2.031,-6.06,-8.442,1.153,2.471,7.23,11.364,-2.296,-1.84,-6.042,-4.754,3.432,2.954,1.835,2.865,-7.453,-5.292,-5.062,0.324,-0.627,2.132,-1.58,1.023,-1.368,1.579,-3.857,-2.402,0.472,4.679,-1.222,4.093,-5.139,1.337,-6.033,-4.818,-1.073,-3.26,-2.242,-0.485,-7.186,-0.423,-2.91,0.382
1.329,0,0,1.994,0.997,0.332,0,0.997,1.329,1.994,0,1.329,0.332,1.661,2.99,1.329,0.665,0,0.332,0.332,2.45,1.789,3.701,1.579,-0.566,-1.914,-1.079,0.115,-0.393,0.099,3.8,1.766,3.681,2.7,-1.409,0.207,3.324,2.447,-1.784,-0.353,0.853,1.507,4.914,1.994,4.511,4.937,2.612,2.179,0.313,0.821,-1.253,0.14,-2.27,-1.174,2.088,2.768,1.496,0.753,2.514,0.869,1.104,-1.335,3.959,2.728,0.425,1.25,3.309,4.234,0.986,2.928,3.874,0.599,2.467,1.716,2.844,1.453,3.056,-0.904,-1.296,-2.073
2.242,0.561,0.561,2.803,1.121,1.402,0.28,0.841,2.242,1.682,0.28,1.962,1.121,1.962,3.364,1.402,1.121,1.402,0.561,0.841,2.313,2.313,3.001,4.186,1.714,2.952,-0.744,1.387,0.519,1.607,2.891,1.16,0.908,0.989,2.2,1.26,5.765,4.286,-1.885,0.928,0.619,1.6,-3.27,-0.481,-0.656,-0.509,-0.551,-0.383,1.65,-0.194,-1.754,-1.111,0.98,0.811,2.489,1.779,2.765,1.929,-0.853,-3,0.058,1.32,2.725,0.859,2.828,1.809,1.465,0.535,-1.383,1.681,3.566,2.364,1.524,2.297,6.496,3.381,0.879,1.139,-1.753,0.851
1.802,0,0.901,3.604,0.901,1.351,0.45,2.703,4.955,4.054,0.45,3.153,1.802,0.45,3.153,2.252,2.703,0.901,0.901,0.901,2.388,3.229,0.115,-2.325,4.878,4.412,1.552,0.683,1.998,1.813,-1.261,-1.282,-2.642,-0.058,-1.183,0.199,-1.018,-0.169,3.883,5.841,-2.267,-0.671,-3.673,-0.741,2.232,2.726,-0.581,1.791,-1.367,2.163,-1.168,-1.342,-3.715,-0.495,2.583,2.721,-0.017,-1.469,-2.593,2.792,1.369,4.95,3.297,4.183,1.146,4.484,2.875,4.088,7.415,8.594,2.24,2.76,-1.633,-1.044,3.572,4.987,-3.073,-3.633,-0.866,-1.063
1.622,1.081,0,4.325,1.622,0,0.541,2.703,3.785,2.703,0.541,2.163,1.081,1.622,4.325,2.163,1.622,1.622,0.541,0,8.122,8.448,5.576,2.845,-0.07,-1.661,3.31,1.8,2.113,0.872,2.38,1.837,-1.471,-1.648,-4.148,-2.669,-3.122,-4.062,-0.312,0.636,1.282,2.992,7.049,6.502,-2.067,2.569,1.97,3.638,-1.139,1.139,4.083,5.31,1.888,4.295,-1,-0.896,-2.413,-2.077,-6.575,-1.991,-2.705,-0.319,-2.258,-1.465,2.898,1.754,2.886,4.293,-1.538,3.127,-1.615,3.43,-0.825,5.07,7.532,8.226,0.241,1.223,-4.491,-2.857
12.845,0,0,12.845,8.563,17.127,8.563,25.69,17.127,17.127,4.282,8.563,12.845,17.127,25.69,17.127,4.282,4.282,0,8.563,16.396,12.187,2.969,1.241,8.919,10.214,36.162,37.728,1.769,3.313,-6.473,4.653,-34.755,-21.546,30.201,39.64,22.245,6.942,-24.235,-4.249,-17.202,-10.26,31.548,28.231,-5.021,-6.937,4.967,0.746,-13.405,-17.623,28.024,22.243,-17.109,-11.827,-27.311,-21.64,-75.363,-46.615,-2.048,2.408,-19.097,-10.812,-26.351,-17.386,-52.879,-44.901,65.859,42.82,-13.268,-2.628,-17.217,-13.392,-36.136,-31.794,4.67,9.072,0.659,1.263,23.989,25.75
5.061,0,3.374,1.687,0,5.061,1.687,6.748,6.748,3.374,3.374,6.748,0,3.374,6.748,6.748,3.374,5.061,1.687,1.687,9.05,10.188,-11.72,0.151,5.092,3.348,3.059,7.753,10.469,8.2,5.106,2.854,-12.461,-6.744,-2.168,-2.769,7.404,3.069,-4.765,-8.463,-1.521,-5.295,-4.706,-4.948,-7.295,-5.946,2.446,-3.365,1.926,3.849,-8.005,-0.507,-9.081,-2.492,5.291,1.585,0.958,2.436,-4.056,-3.748,-0.147,1.307,-17.374,-6.25,0.354,6.49,32.249,19.026,2.466,2.377,-24.181,-17.503,3.87,-5.39,6.862,4.859,17.407,4.617,6.9,5.338
0.557,0.557,0.557,2.226,0,2.226,1.67,2.226,5.565,2.226,0.557,1.113,1.67,1.67,2.783,0.557,0.557,2.226,1.67,0.557,-0.713,1.58,-0.25,-0.646,1.264,1.255,3.739,2.945,0.478,1.204,-1.134,-2.868,-2.499,-0.536,6.423,4.319,-2.787,-0.154,-1.774,-3.839,4.529,4.777,6.796,6.419,-1.232,-0.838,-0.852,-0.251,2.678,3.106,3.984,3.919,-1.523,-1.63,-0.452,-1.055,1.498,2.415,2.905,4.56,-1.336,0.71,-0.284,-0.098,8.227,4.824,-0.469,1.46,-6.101,-4.223,0.648,1.224,2.516,5.617,3.972,3.906,-0.471,-2.685,1.581,4.057
2.657,0,1.328,2.657,0,1.328,1.328,2.657,2.657,1.993,0.664,2.657,0.664,0.664,3.985,1.328,2.657,0.664,1.993,0.664,2.738,3.501,-5.142,-1.053,-1.12,-0.199,4.691,1.201,-3.235,-6.072,-1.957,-4.473,1.256,0.387,9.131,6.797,-4.724,-1.6,-4.746,2.124,4.151,4.939,5.984,1.873,-1.886,-1.241,2.622,1.426,8.488,5.147,-1.369,1.25,-3.693,-1.272,1.993,1.734,3.048,5.937,-5.719,-5.04,-3.234,-1.24,-1.556,2.034,4.246,1.332,-6.29,-4.559,6.102,3.415,12.84,5.617,6.872,7.496,-11.158,-3.045,1.326,3.298,11.005,7.077
8.756,0,1.592,7.164,1.592,5.572,1.592,4.776,2.388,7.164,1.592,0.796,3.184,3.98,7.164,3.184,2.388,3.98,0,0,-3.556,0.544,-11.607,-5.688,-3.443,1.264,1.342,4.194,-4.144,-4.718,-1.859,-0.283,5.289,4.028,2.03,5.27,-7.04,0.265,5.167,7.944,3.543,1.324,-0.121,-1.298,-6.583,-0.927,6.186,4.361,-6.686,0.442,-5.314,-1.716,-3.421,0.11,8.277,3.941,5.303,6.659,2.244,3.962,0.423,2.251,-4.175,-0.735,-0.034,6.866,-0.388,-0.361,2.131,-0.505,4.863,1.176,-4.42,3.987,-0.343,8.711,6.16,5.916,-7.292,-6.385
5.954,1.489,5.954,4.466,0,8.931,2.977,11.908,5.954,8.931,4.466,2.977,2.977,8.931,5.954,2.977,8.931,7.443,0,0,-6.122,-0.777,-12.193,-8.386,1.923,5.25,-6.606,-2.134,-3.918,-7.028,-9.617,-5.461,2.378,3.44,3.637,2.092,0.421,3.009,0.316,6.695,10.084,6.563,-3.113,-2.289,-5.03,-1.72,8.955,5.513,-8.543,-4.688,3.096,-0.536,2.782,4.203,-12.801,-4.853,13.025,10.117,-8.46,3.933,3.741,-1.404,4.155,3.434,-14.957,-6.466,8.268,0.472,-6.907,-2.732,-7.937,-0.14,6.969,3.914,16.722,8.344,-0.688,1.712,-6.245,5.369
5.145,0,0.935,0.935,0.468,3.742,1.403,2.806,5.613,2.806,0.468,0.468,0.935,1.871,4.21,6.548,0.935,1.403,0,1.403,0.15,0.592,-0.444,1.026,-0.39,3.587,3.073,4.121,2.296,2.929,-0.071,1.174,-3.969,-1.826,2.252,4.038,2.255,3.493,3.95,3.336,-0.919,-3.257,1.408,2.487,-6.788,-0.058,-1.651,0.713,-0.492,0.71,-0.834,-1.708,1.566,4.952,4.957,4.848,-3.251,-0.204,1.484,0.89,2.283,0.639,1.864,3.745,-1.34,1.695,-6.723,-3.668,3.127,4.133,5.188,5.069,5.699,1.478,-2.889,-1.93,-0.519,1.61,-0.49,2.505
6.577,1.096,8.769,3.289,10.962,6.577,3.289,7.673,8.769,12.058,2.192,8.769,4.385,6.577,7.673,6.577,3.289,3.289,2.192,2.192,2.845,2.214,-13.552,-3.759,5.886,5.547,-10.165,-8.502,-12.687,-4.756,-5.989,-7.936,3.422,4.129,1.274,1.426,4.19,4.792,-4.637,-3.994,14.176,5.17,10.115,12.293,-11.692,-3.204,-1.835,-4.441,4.355,4.609,-7.512,-10.02,-11.29,-8.582,0.474,-1.871,-1.531,-1.348,-4.244,2.735,1.386,-0.817,12.546,10.914,10.438,7.116,-6.096,-2.14,5.532,5.47,1.802,0.748,-4.9,2.915,-5.943,-4.625,-4.324,-7.888,7.595,7.969
3.835,0.256,1.79,4.346,0.256,1.79,0.256,0,1.79,6.136,1.023,0,0.256,3.579,4.09,1.79,1.534,2.301,0.767,1.023,-5.648,-1.521,-0.615,-0.759,1.051,2.857,2.579,5.058,-0.089,0.326,0.246,-1.01,1.92,4.736,0.471,2.656,-0.028,-1.053,-4.412,0.795,10.768,8.407,-2.714,0.307,2.552,1.53,-0.153,1.301,1.826,4.637,0.389,-0.725,0.79,0.464,-0.692,3.4,-2.56,0.728,2.571,1.8,-3.033,1.649,4.363,4.95,1.402,2.225,0.57,1.136,-3.068,0.147,3.342,4.636,1.103,1.811,-1.275,-2.526,4.384,2.671,-4.771,1.282
19.823,0,5.406,6.307,4.505,4.505,0.901,2.703,3.604,13.516,8.109,11.714,2.703,15.318,6.307,9.011,8.109,2.703,0.901,5.406,-5.705,-6.468,-1.575,-5.838,-0.919,-0.635,8.495,5.754,-5.161,-5.821,-5.679,2.25,2.793,4.343,-6.241,0.203,-6.73,-4.678,-5.384,-1.749,6.004,8.762,-7.977,-9.969,-1.13,-3.44,2.388,-0.125,6.388,3.396,-5.792,-4.276,4.239,4.793,5.633,2.151,5.935,2.79,-4.251,-5.572,-1.407,0.798,1.732,-0.09,1.577,-1.974,-5.996,-1.008,4.483,-0.746,4.523,1.655,-6.034,-2.058,-0.562,1.584,-12.672,-12.226,12.375,13.292
4.594,0,3.243,2.162,0.54,0.811,0.54,0.811,3.513,2.702,0.811,1.621,1.081,1.621,1.081,0.54,1.351,1.081,0,0.54,-3.058,-1.391,-0.247,0.921,3.088,4.543,-0.743,2.644,-1.405,-0.644,0.888,2.689,2.799,4.751,0.385,2.108,0.474,1.641,0.636,2.666,-0.273,2.267,0.817,1.738,1.409,3.468,-1.416,0.512,2.474,4.494,-2.463,-0.731,-0.184,2.968,-1.181,-0.25,0.504,2.235,0.639,2.081,2.056,2.773,-0.55,1.03,2.864,5.588,-0.47,2.934,-1.936,0.287,1.74,3.474,-1.137,2.829,-0.246,0.991,1.128,2.194,0.539,3.418
17.619,1.259,3.146,6.293,2.517,6.293,0.629,1.259,9.439,7.551,1.888,1.259,4.405,5.034,1.259,3.146,3.776,1.888,1.888,0,-3.683,-4.642,-0.408,-0.376,3.383,6.469,-3.111,0.92,-3.254,-1.791,1.242,1.378,-0.902,3.654,6.837,8.732,-0.566,-2.626,3.695,2.963,0.216,2.892,-7.121,-4.378,-2.011,-1.346,-1.325,3.205,0.232,0.224,-3.748,-3.327,-0.161,-1.252,3.97,7.285,-5.364,-4.811,-5.318,-5.807,7.27,10.421,-5.102,-4.584,0.474,-1.531,1.757,7.919,0.097,0.725,-0.527,-1.406,3.724,6.418,-3.184,3.824,1.522,4.299,-0.819,-1.812
6.305,1.801,10.808,3.603,6.305,5.404,6.305,7.206,8.106,9.007,0.901,5.404,2.702,4.504,3.603,2.702,6.305,2.702,2.702,5.404,-3.687,-4.218,-2.361,0.305,-0.57,-3.859,1.243,4.328,-3.888,-1.458,-1.568,-0.915,-2.291,2.795,1.249,-7.343,2.988,-3.32,-2.434,0.384,2.767,4.582,1.06,-2.516,-2.766,-2.955,-4.572,-7.048,4.293,0.892,-1.874,9.111,0.071,2.298,4.668,1.369,-10.665,-10.526,1.195,7.735,-0.94,-3.501,-2.108,-3.968,0.79,0.928,3.957,-1.666,2.319,4.111,7.043,8.962,4.617,9.535,-9.727,-10.169,4.837,1.091,4.43,5.179
10.196,0.728,5.827,5.098,5.827,4.37,0,6.555,1.457,8.74,0,7.283,5.827,6.555,8.011,11.653,11.653,10.196,2.185,2.913,-2.771,-7.303,-3.992,-4.456,0.039,6.588,3.145,3.652,0.528,-1.008,-5.458,-4.667,10.455,9.011,-2.724,-2.934,1.975,1.729,-5.246,-1.754,2.66,4.6,-1.19,-2.789,-6.607,-3.014,6.356,5.608,-5.838,-0.109,-6.045,-4.529,-6.789,-2.933,-0.22,5.087,3.416,0.072,0.93,-0.967,4.107,3.613,-1.027,1.431,-4.702,-3.84,6.179,7.964,8.093,8.229,-7.804,-6.286,8.532,8.24,-1.259,-0.385,-12.834,-5.664,-2.667,-7.508
5.452,1.212,1.212,8.481,3.029,7.875,0.606,5.452,3.029,7.875,1.817,1.817,3.635,4.846,3.029,1.817,5.452,2.423,0.606,3.029,6.096,0.861,-2.35,-5.604,0.49,-1.243,4.974,3.03,-0.314,-1.043,-2.461,-1.008,-2.758,2.127,-2.021,-0.597,-2.319,-1.898,4.348,-0.647,6.556,6.729,2.305,1.162,2.26,2.684,1.831,5.641,0.399,-0.734,1.46,-2.142,-2.316,-0.941,-4.464,-2.364,-2.426,0.545,-1.734,-3.874,4.392,2.085,4.929,3.451,4.131,-0.784,1.718,-2.995,0.41,4.529,7.585,5.295,2.566,0.827,-2.863,-0.855,-6.975,-7.529,-0.378,-0.475
8.857,2.331,2.331,3.263,3.263,6.06,2.331,1.865,1.398,14.917,2.797,0.932,6.992,7.924,2.797,4.661,5.128,2.331,0.466,0.932,2.413,-0.44,-4.588,-5.208,3.695,2.576,2.679,1.048,-3.837,-2.512,-0.972,-1.106,2.584,2.662,-2.755,-0.45,-0.485,-5.498,2.42,-0.124,7.077,6.051,2.647,-0.016,2.482,0.79,2.275,0.716,-1.872,-2.001,-2.886,-1.824,-1.505,-0.394,0.61,1.135,0.508,0.078,1.541,-1.665,-0.065,-0.267,2.351,0.323,3.768,2.321,5.608,2.442,-1.086,-0.023,0.635,-0.187,2.599,0.349,1.098,-0.419,-4.894,-3.601,1.226,0.398
