12.188,0,5.773,4.49,4.49,4.49,3.207,4.49,6.415,10.905,3.849,3.207,1.924,7.056,5.132,7.698,5.132,7.056,1.283,1.924,-2.514,-2.488,-6.424,-9.923,2.123,0.377,6.499,11.636
16.35,1.363,5.45,4.088,4.088,8.856,0.681,5.45,5.45,8.856,1.363,4.769,4.088,3.406,4.088,10.9,8.175,5.45,0.681,6.813,-5.524,-3.616,-4.671,-6.837,4.834,2.461,2.021,0.969
20.929,2.025,8.777,3.376,2.701,9.452,0,6.076,4.051,10.127,4.051,4.726,2.025,3.376,6.751,9.452,5.401,8.777,0,4.051,4.07,2.624,-5.258,-5.976,-1.776,-2.067,-4.74,-3
9.931,2.207,4.414,6.621,4.414,12.138,2.207,4.414,14.344,8.827,2.207,6.621,9.931,4.414,2.207,7.724,8.827,3.31,1.103,6.621,5.024,7.13,-9.588,-8.61,-5.811,-0.898,-7.222,-2.505
12.368,1.546,6.184,6.184,3.865,11.595,2.319,2.319,10.049,3.865,1.546,3.092,3.092,6.184,2.319,0.773,6.957,6.184,1.546,3.865,-6.04,2.342,-4.2,2.809,-5.856,-0.714,6.172,9.636
17.338,2.667,6.668,6.668,2.667,9.336,1.334,4.001,10.669,5.335,2.667,4.001,8.002,6.668,1.334,4.001,2.667,9.336,2.667,1.334,1.286,0.073,-5.249,4.921,-9.92,-8.264,5.302,2.491
7.455,1.356,7.455,9.489,4.744,12.2,2.711,2.711,2.711,8.133,4.067,4.067,6.778,2.711,2.033,3.389,7.455,2.711,2.711,4.744,-1.403,6.517,-4.484,-2.967,4.988,2.469,-3.091,-1.658
12.965,2.357,7.072,4.715,1.179,12.965,2.357,0,14.144,5.893,5.893,1.179,0,2.357,1.179,5.893,1.179,5.893,0,5.893,0.356,4.463,-9.455,-6.486,0.777,5.211,3.173,8.847
12.66,3.165,3.165,9.495,6.33,14.242,3.165,6.33,6.33,1.582,9.495,4.747,6.33,4.747,1.582,9.495,9.495,6.33,0,4.747,-5.363,-7.457,-7.683,-12.493,7.109,12.996,-3.685,-6.854
8.561,1.317,5.268,5.927,2.634,3.951,1.976,0.659,5.927,6.586,1.976,0,2.634,3.951,2.634,2.634,1.976,0.659,0.659,3.293,1.927,5.853,0.144,2.173,1.318,3.704,9.379,12.282
5.534,0,0,8.301,4.15,1.383,0,4.15,5.534,8.301,0,5.534,1.383,6.917,12.451,5.534,2.767,0,1.383,1.3831,0.201,7.446,15.411,6.576,-2.356,-7.97,-4.491,0.478
4.997,1.249,1.249,6.247,2.499,3.123,0.625,1.874,4.997,3.748,0.625,4.373,2.499,4.373,7.496,3.123,2.499,3.123,1.249,1.874,5.155,5.155,6.687,9.329,3.821,6.578,-1.658,3.091
3.444,0,1.722,6.888,1.722,2.583,0.861,5.166,9.471,7.749,0.861,6.027,3.444,0.861,6.027,4.305,5.166,1.722,1.722,1.722,4.564,6.171,0.22,-4.444,9.324,8.432,2.967,1.306
2.598,1.732,0,6.928,2.598,0,0.866,4.33,6.062,4.33,0.866,3.464,1.732,2.598,6.928,3.464,2.598,2.598,0.866,0.0001,3.01,13.532,8.931,4.557,-0.111,-2.661,5.302,2.882
3.686,0,0,3.686,2.457,4.915,2.457,7.372,4.915,4.915,1.229,2.457,3.686,4.915,7.372,4.915,1.229,1.229,0,2.457,4.705,3.497,0.852,0.356,2.56,2.931,10.378,10.827
5.088,0,3.392,1.696,0,5.088,1.696,6.785,6.785,3.392,3.392,6.785,0,3.392,6.785,6.785,3.392,5.088,1.696,1.696,9.098,10.243,-11.783,0.152,5.12,3.366,3.075,7.795
1.38,1.38,1.38,5.518,0,5.518,4.139,5.518,13.796,5.518,1.38,2.759,4.139,4.139,6.898,1.38,1.38,5.518,4.139,1.38,-1.768,3.916,-0.62,-1.603,3.134,3.112,9.268,7.302
7.149,0,3.575,7.149,0,3.575,3.575,7.149,7.149,5.362,1.787,7.149,1.787,1.787,10.724,3.575,7.149,1.787,5.362,1.787,7.366,9.422,-13.837,-2.834,-3.014,-0.536,12.623,3.231
17.542,0,3.189,14.353,3.189,11.163,3.189,9.568,4.784,14.353,3.189,1.595,6.379,7.974,14.353,6.379,4.784,7.974,0,0,-7.123,1.09,-23.253,-11.396,-6.898,2.533,2.688,8.402
8.25,2.062,8.25,6.187,0,12.374,4.125,16.499,8.25,12.374,6.187,4.125,4.125,12.374,8.25,4.125,12.374,10.312,0,0,-8.482,-1.076,-16.894,-11.619,2.664,7.274,-9.153,-2.956
9.561,0,1.738,1.738,0.869,6.954,2.608,5.215,10.43,5.215,0.869,0.869,1.738,3.477,7.823,12.169,1.738,2.608,0,2.608,0.278,1.101,-0.826,1.907,-0.725,6.666,5.711,7.659
6.801,1.133,9.068,3.4,11.335,6.801,3.4,7.934,9.068,12.468,2.267,9.068,4.534,6.801,7.934,6.801,3.4,3.4,2.267,2.267,2.941,2.289,-14.013,-3.887,6.087,5.736,-10.511,-8.791
9.631,0.642,4.495,10.915,0.642,4.495,0.642,0,4.495,15.41,2.568,0,0.642,8.989,10.273,4.495,3.852,5.779,1.926,2.568,-14.186,-3.821,-1.544,-1.907,2.641,7.175,6.478,12.704
15.901,0,4.337,5.06,3.614,3.614,0.723,2.168,2.891,10.842,6.505,9.396,2.168,12.288,5.06,7.228,6.505,2.168,0.723,4.337,-4.577,-5.188,-1.264,-4.683,-0.737,-0.51,6.814,4.616
13.354,0,9.426,6.284,1.571,2.357,1.571,2.357,10.212,7.855,2.357,4.713,3.142,4.713,3.142,1.571,3.928,3.142,0,1.571,-8.89,-4.045,-0.719,2.678,8.978,13.207,-2.161,7.686
22.275,1.591,3.978,7.955,3.182,7.955,0.796,1.591,11.933,9.547,2.387,1.591,5.569,6.364,1.591,3.978,4.773,2.387,2.387,0,-4.656,-5.869,-0.515,-0.475,4.277,8.178,-3.933,1.163
6.782,1.938,11.627,3.876,6.782,5.813,6.782,7.751,8.72,9.689,0.969,5.813,2.907,4.845,3.876,2.907,6.782,2.907,2.907,5.813,-3.966,-4.538,-2.54,0.328,-0.613,-4.151,1.337,4.655
9.272,0.662,5.298,4.636,5.298,3.974,0,5.96,1.325,7.947,0,6.623,5.298,5.96,7.285,10.596,10.596,9.272,1.987,2.649,-2.519,-6.641,-3.63,-4.052,0.035,5.99,2.86,3.321
6.906,1.535,1.535,10.743,3.837,9.975,0.767,6.906,3.837,9.975,2.302,2.302,4.604,6.139,3.837,2.302,6.906,3.069,0.767,3.837,7.721,1.091,-2.977,-7.098,0.62,-1.575,6.3,3.838
10.575,2.783,2.783,3.896,3.896,7.236,2.783,2.226,1.67,17.811,3.34,1.113,8.349,9.462,3.34,5.566,6.122,2.783,0.557,1.113,2.881,-0.526,-5.479,-6.218,4.412,3.076,3.198,1.251
7.415,3.422,3.422,2.852,3.422,5.133,2.852,3.992,6.274,11.407,2.281,8.555,6.844,5.704,3.992,5.704,6.274,9.696,0,3.422,-4.1,-1.511,-2.95,-2.234,1.019,4.398,1.73,0.985
5.37,2.685,4.699,8.726,5.37,4.027,0.671,4.699,4.699,16.781,1.342,6.041,5.37,6.712,5.37,11.411,5.37,4.699,2.685,4.699,-4.944,2.922,-8.942,-8.437,5.853,5.399,-2.606,-0.669
6.999,3.499,3.499,11.373,4.374,2.625,2.625,4.374,5.249,12.248,3.499,3.499,9.623,6.999,5.249,7.874,9.623,4.374,1.75,1.75,-4.891,-7.76,-4.851,-9.002,4.315,10.773,-1.795,2.106
6.124,4.593,3.062,7.655,4.593,2.296,3.827,4.593,9.185,12.247,0.765,4.593,0.765,5.358,6.889,6.124,11.482,2.296,0.765,1.531,1.963,2.986,-14.453,-9.266,8.349,1.97,6.039,3.669
3.667,5.133,7.334,8.8,6.6,2.2,2.933,5.133,8.067,11.734,2.933,6.6,2.2,8.067,3.667,8.8,5.867,5.133,0.733,2.933,-3.528,-0.247,-6.421,-9.681,-2.109,0.231,7.469,5.751
5.303,2.652,5.303,7.955,6.629,3.315,1.989,4.641,8.618,12.596,4.641,7.955,3.315,5.303,5.966,4.641,2.652,3.315,0,3.315,-11.12,-3.839,-2.465,-6.846,4.295,5.015,9.921,4.937
4.234,0.706,1.411,9.879,6.351,1.411,1.411,5.645,7.762,14.113,4.94,7.057,0.706,9.174,9.174,4.94,7.762,6.351,2.823,5.645,-6.076,-3.843,-6.716,-8.132,-5.569,2.124,9.693,7.025
2.546,0,8.488,7.639,8.488,3.395,0,11.034,12.731,8.488,2.546,6.79,2.546,9.336,2.546,7.639,0,4.244,0.849,1.698,-3.816,2.455,-21.785,-17.76,9.162,17.067,5.277,8.396
2.423,0,4.846,15.748,6.057,6.057,0,2.423,12.114,14.537,1.211,2.423,4.846,4.846,0,7.268,2.423,3.634,0,1.211,-5.949,2.467,-10.392,-6.113,-0.063,7.406,9.421,11.157
8.853,0,11.267,6.438,6.438,7.243,1.61,4.829,12.877,7.243,2.414,0,0,0.805,0.805,8.853,4.024,4.024,0,0,4.753,13.301,-7.208,1.75,2.399,8.155,-7.085,-3.787
10.043,0,7.533,15.065,5.022,7.533,0,10.043,5.022,7.533,0,5.022,0,0,5.022,2.511,2.511,0,0,2.511,-14.644,-0.188,-12.305,-10.202,13.814,24.115,3.677,10.365
4.427,0.402,4.427,10.061,5.634,4.025,1.207,4.829,10.061,7.244,0.805,3.22,2.817,3.22,2.012,5.634,5.232,2.415,1.207,2.012,-0.806,6.063,-2.949,1.211,-0.139,4.288,5.05,6.389
7.47,0,10.343,7.47,8.62,7.47,0.575,4.597,6.896,6.896,5.746,6.321,2.873,0.575,2.873,6.321,5.746,6.321,1.724,1.149,2.219,2.605,-5.969,-3.183,-0.743,-1.567,1.937,4.714
7.337,2.446,13.45,6.114,6.725,6.725,0.611,4.28,9.171,9.171,4.28,6.725,3.057,5.502,3.668,5.502,4.891,6.114,2.446,4.891,-8.409,-9.311,0.395,-2.392,-2.173,3.446,-0.06,5.398
3.814,2.119,5.509,3.814,3.814,5.932,0.847,5.509,4.661,5.932,0.847,5.509,3.814,5.085,3.814,13.56,8.051,3.39,1.271,3.39,-0.832,0.614,1.965,4.947,-4.207,-0.824,3.981,3.674
2.863,2.454,3.681,5.317,2.863,4.09,2.863,1.636,7.361,6.953,1.227,4.499,8.997,4.908,2.454,8.179,6.544,9.406,1.636,3.681,-0.138,1.439,5.999,3.782,-0.595,-3.576,0.325,1.154
2.507,2.005,5.014,4.512,3.008,6.518,1.003,5.014,9.526,10.529,0,4.512,3.008,8.022,2.507,9.024,6.518,6.016,1.504,0.501,-0.522,2.104,7.042,7.297,-1.665,2.159,-4.301,-3.361
4.676,1.169,1.753,9.936,2.922,5.26,0,4.091,7.598,11.689,2.338,4.091,5.26,9.936,2.922,11.689,7.013,8.182,1.753,1.169,-9.73,-3.21,9.076,11.775,-5.332,-4.069,0.813,-2.772
2.551,2.041,7.653,6.633,3.061,3.571,1.531,7.143,15.306,7.143,1.02,4.082,2.551,3.571,1.531,6.633,8.674,4.082,2.041,2.041,-8.895,-2.032,0.629,6.178,2.59,6.005,1.746,0.92
0,2.972,8.915,13.373,10.401,4.458,5.944,4.458,5.944,16.345,0,7.43,16.345,0,7.43,4.458,13.373,19.317,4.458,2.972,-1.606,1.597,-9.035,-7.285,1.97,-8.311,-13.265,-12.655
3.701,3.084,3.701,11.102,5.551,7.401,3.084,1.85,3.084,8.635,0.617,4.317,5.551,6.784,10.485,7.401,8.635,12.952,3.084,4.934,-6.134,-5.02,2.544,5.944,-8.331,-4.91,1.225,-1.27
5.342,2.137,5.342,7.479,2.137,6.411,5.342,2.137,4.274,10.685,1.068,1.068,7.479,5.342,4.274,3.205,9.616,7.479,4.274,4.274,-5.484,1.352,3.177,1.296,-6.097,-2.749,5.724,3.415
3.623,2.416,7.247,7.247,4.831,2.416,6.039,8.455,10.87,3.623,6.039,4.831,10.87,6.039,3.623,7.247,9.663,6.039,2.416,6.039,-7.213,-1.371,-0.783,3.134,-1.563,-1.797,-4.818,-5.163
5.113,2.191,2.921,3.652,7.304,5.113,0.73,0.73,2.921,10.955,0.73,3.652,5.113,3.652,5.113,9.495,5.113,4.382,1.461,2.921,2.486,3.375,2.531,3.734,3.929,5.456,-3.199,-1.574
4.708,2.354,6.121,13.183,2.354,6.121,0.942,2.354,5.179,2.825,1.883,2.825,3.296,0.471,1.412,5.179,3.767,5.179,0.471,1.883,-3.006,8.689,1.379,9.474,-1.878,0.232,1.627,10.977
4.381,1.095,3.285,9.856,3.285,5.476,7.666,3.285,6.571,4.381,2.19,2.19,3.285,5.476,5.476,14.237,13.142,9.856,1.095,3.285,-6.618,-2.748,4.737,11.237,-2.911,-6.324,-6.259,-0.63
11.156,1.487,5.95,3.719,3.719,9.669,2.231,5.95,3.719,2.975,1.487,10.412,5.95,4.462,4.462,11.9,10.412,5.206,4.462,4.462,-1.749,-0.924,-1.929,0.158,2.708,-0.162,-6.504,-5.391
9.198,0.557,10.034,1.951,7.247,7.804,2.508,5.296,5.574,6.968,2.787,10.87,3.623,2.787,3.623,8.361,9.476,5.296,1.951,5.574,-2.033,-3.718,-5.836,-6.231,0.362,0.629,2.425,2.915
7.526,2.258,6.774,6.774,6.774,5.268,6.021,4.516,5.268,7.526,0,2.258,2.258,2.258,3.763,3.01,2.258,5.268,0.753,1.505,0.266,2.539,-1.67,-4.285,11.707,8.34,-0.666,1.735
9.283,1.031,5.157,6.188,6.188,6.188,1.031,9.283,8.251,2.063,2.063,7.22,2.063,1.031,2.063,9.283,11.345,9.283,0,6.188,-5.289,2.505,11.406,7.739,-5.407,-7.917,-1.429,-6.81
19.35,2.419,6.047,3.628,2.419,13.303,0,4.837,9.675,6.047,1.209,12.094,3.628,3.628,1.209,8.465,12.094,12.094,4.837,2.419,-10.541,-7.055,4.832,3.479,-2.73,-2.724,-5.588,-9.074
3.483,0,6.965,4.353,3.483,6.965,1.741,11.318,1.741,6.965,0.871,8.706,10.448,3.483,7.836,6.094,2.612,6.965,0.871,0.871,-7.117,-3.799,6.963,4.452,-3.631,-1.272,3.592,5.042
13.664,3.416,4.27,1.708,1.708,13.664,1.708,2.562,2.562,3.416,0,1.708,4.27,4.27,0,7.686,13.664,13.664,0.854,0.854,-3.002,-2.97,5.13,1.143,-0.043,-1.003,4.732,0.363
6.873,1.874,6.873,4.999,3.124,16.87,4.999,4.374,5.623,5.623,0.625,5.623,2.499,1.874,1.874,5.623,4.374,9.372,0,0.625,-2.483,0.662,1.086,1.509,-1.342,2.213,0.989,3.643
9.101,0,5.201,5.201,1.3,10.401,0,9.101,3.9,5.201,0,2.6,9.101,1.3,6.501,13.001,15.602,11.701,1.3,7.801,-8.471,-9.82,8.143,7.074,-4.517,-2.094,-7.864,-0.764
4.541,0,11.353,9.083,2.271,5.677,0,9.083,5.677,7.947,1.135,3.406,5.677,2.271,4.541,6.812,13.624,4.541,1.135,3.406,-4.635,-3.1,1.623,8.515,-4.902,0.032,-2.2,2.486
11.195,2.239,6.717,3.359,5.598,3.359,3.359,7.837,4.478,2.239,1.12,6.717,8.956,6.717,2.239,11.195,10.076,6.717,3.359,3.359,-4.989,-4.118,0.299,3.335,-5.884,-2.51,-0.248,3.284
0.98,5.879,3.919,9.798,5.879,3.919,2.939,4.899,4.899,1.96,0,3.919,5.879,2.939,3.919,8.818,8.818,4.899,3.919,3.919,2.566,5.002,0.469,-2.715,0.516,-0.304,1.444,0.92
3.065,0,3.832,6.897,0.766,3.065,0.766,3.832,5.364,7.663,2.299,4.598,4.598,3.065,3.832,4.598,4.598,8.429,3.065,4.598,-8.275,-10.632,14.602,12.208,-1.053,0.198,5.72,8.3
4.489,2.245,5.612,10.101,4.489,3.367,0,3.367,8.979,6.734,0,7.857,6.734,3.367,1.122,8.979,17.958,8.979,3.367,7.857,-9.036,-11.148,-5.546,3.377,-1.071,-2.814,1.703,8.931
8.347,0,5.843,5.843,3.339,2.504,0,8.347,7.512,10.016,1.669,5.008,9.181,5.843,7.512,7.512,6.677,5.008,0.835,2.504,-2.071,3.4,3.188,5.61,-6.088,-1.831,-5.715,0.008
2.538,0,5.584,7.106,5.076,7.614,1.523,3.046,7.614,7.106,2.03,2.538,4.061,3.046,1.523,4.061,3.553,6.091,0.508,2.538,0.452,-0.75,1.601,4.359,2.719,4.045,4.093,6.326
2.85,2.85,7.125,9.974,7.125,2.85,5.7,9.974,12.824,8.549,2.85,7.125,12.824,7.125,4.275,8.549,11.399,8.549,2.85,5.7,-10.879,-4.106,-0.486,2.761,0.999,0.495,-14.897,-14.954
5.5,1.964,3.143,1.571,3.143,8.249,1.178,1.964,4.714,6.285,1.178,3.143,4.714,2.75,3.535,12.178,7.071,9.428,1.964,4.321,0.534,3.069,0.621,1.611,5.285,0.534,0.322,0.03
10.102,1.443,10.102,11.545,10.102,14.432,2.886,8.659,8.659,8.659,2.886,8.659,7.216,1.443,0,17.318,2.886,12.989,0,2.886,-0.785,3.341,2.814,4.765,-15.064,-17.889,-7.815,-12.242
8.045,0.805,8.045,4.023,4.023,9.655,2.414,2.414,10.459,7.241,5.632,3.218,5.632,4.023,2.414,2.414,4.023,12.068,0,2.414,-0.74,0.884,0.609,-0.063,5.252,5.093,-5.698,-4.297
15.961,1.228,6.139,11.05,4.911,8.594,6.139,4.911,9.822,4.911,6.139,2.456,8.594,1.228,2.456,3.683,9.822,14.733,1.228,4.911,-0.85,-2.254,2.281,-0.017,-6.27,-10.978,-2.812,-8.015
12.643,2.709,8.127,6.321,3.612,10.837,4.515,2.709,11.74,6.321,6.321,3.612,1.806,3.612,0.903,7.224,8.127,9.934,1.806,3.612,-4.694,-1.049,-5.892,-1.337,-6.289,4.38,-0.504,-1.109
5.828,2.914,1.943,0.971,5.828,12.627,1.943,3.885,5.828,3.885,1.943,7.771,4.857,3.885,2.914,6.799,4.857,8.742,1.943,3.885,-3.095,0.727,6.024,1.649,3.96,5.581,-3.484,-4.61
5.55,1.586,3.171,5.55,5.55,11.893,4.757,7.136,3.171,4.757,2.379,7.136,7.136,4.757,3.171,4.757,6.343,7.136,3.171,3.964,-0.376,0.724,3.107,2.104,-4.874,-4.732,-0.313,1.287
6.715,1.55,5.682,4.133,3.616,6.199,3.099,7.232,4.649,9.298,0.517,6.199,8.265,4.133,4.133,10.848,7.232,4.649,2.583,5.682,-5.899,-3.861,6.604,5.04,-3.49,-4.047,0.62,-1.38
6.148,0.946,4.257,5.675,5.203,8.04,4.257,5.675,6.148,8.04,2.365,8.986,9.932,1.892,2.838,2.838,4.73,8.513,2.365,3.311,-1.921,-1.591,-0.526,1.027,-2.424,-1.02,2.661,1.636
7.401,0.74,5.181,7.401,4.441,9.622,5.921,5.181,5.181,8.882,4.441,5.181,8.142,1.48,3.701,2.22,10.362,13.323,0.74,1.48,-6.292,-2.141,3.396,5.613,-2.451,-2.159,-1.315,-5.673
7.172,0.828,7.724,4.138,6.069,7.724,3.586,6.345,4.138,9.655,3.034,5.517,7.724,6.069,6.896,7.724,9.379,6.069,1.655,6.069,-4.038,-2.292,-5.059,-3.186,-2.183,-1.263,0.223,0.285
7.77,3.237,6.475,1.295,7.77,6.475,1.942,4.532,4.532,9.065,1.942,7.122,6.475,3.885,3.237,10.36,10.36,12.302,0.647,3.885,-3.023,-0.853,-1.035,-0.577,-3.75,-5.788,2.967,-1.249
8.154,0.544,4.893,2.174,3.805,7.611,2.174,8.154,4.349,8.154,2.718,10.329,2.174,6.523,7.067,7.067,9.785,7.067,1.087,2.174,0.942,3.016,-1.487,-4.706,-0.025,-1.694,-2.252,0.202
8.717,1.245,1.868,2.49,1.245,4.67,0.623,4.047,3.736,6.849,2.49,4.047,5.292,3.113,4.981,5.292,9.028,7.16,1.245,2.802,0.974,-0.806,2.033,1.391,5.207,2.388,4.338,3.536
8.953,0.942,3.77,1.885,3.063,9.425,0.707,2.827,3.299,11.074,0.707,5.89,3.534,3.063,4.477,7.069,8.247,9.425,0.471,2.356,4.727,2.092,2.333,-0.901,-0.557,0.329,1.286,-0.494
7.27,0.957,2.679,1.722,4.018,4.592,0.383,3.061,1.722,3.826,1.531,5.166,5.548,3.444,4.974,4.592,5.548,6.505,0.765,1.148,5.913,0.414,5.115,1.71,6.411,2.368,6.307,2.311
10.061,1.184,4.143,5.918,2.367,5.327,4.143,4.735,4.735,10.061,1.776,4.735,8.286,4.143,7.102,4.143,13.612,7.694,0.592,5.327,-1.836,-3.297,-3.034,0.539,0.696,-2.645,-1.055,0.552
6.519,1.63,4.346,5.976,5.433,8.149,4.346,3.26,3.803,9.235,2.173,5.976,5.976,4.346,4.889,5.976,12.495,13.038,1.63,4.889,0.801,-1.3,0.039,-2.875,-2.506,-3.246,-2.215,-2.781
7.015,0.85,5.952,4.889,5.952,8.29,2.338,5.527,4.251,7.227,2.551,10.416,8.715,5.527,4.464,5.739,11.479,7.653,2.976,4.677,-3.622,-2.27,-2.174,1.132,-4.778,-5.52,1.476,-0.731
7.748,1.107,5.534,5.165,3.69,4.797,3.69,5.165,6.272,5.534,1.845,5.534,5.903,2.583,4.797,8.486,8.117,7.748,1.476,5.534,-3.768,-2.015,2.35,3.501,2.042,3.334,-4.61,-1.559
5.114,2.36,4.327,3.147,3.54,7.474,3.147,6.294,3.934,7.474,2.36,6.294,6.687,3.147,2.754,8.261,9.834,9.441,1.573,3.147,-0.665,-1.047,0.611,-0.002,3.279,2.124,-2.212,-2.398
3.624,0.725,3.987,2.9,3.262,6.162,1.812,5.437,2.175,9.786,1.812,3.262,6.524,4.712,3.262,6.162,10.511,4.349,1.45,3.624,1.831,1.802,5.787,2.826,-0.781,-0.804,2.174,1.626
5.382,1.794,4.665,4.306,7.176,7.176,1.435,2.512,4.665,6.459,0.718,4.665,9.329,3.229,3.229,7.894,8.611,7.535,1.435,3.947,-0.192,-2.318,5.02,3.874,-0.11,0.376,-3.373,0.56
7.584,0.892,5.353,4.015,4.461,6.692,4.015,3.123,2.677,8.922,1.338,6.246,6.246,5.8,6.246,8.03,12.045,10.261,3.123,4.015,-1.686,-2.966,0.679,0.239,-1.179,-3.295,-1.094,-1.783
9.52,1.298,3.029,1.731,4.76,6.058,0.865,5.625,4.327,6.491,3.029,3.895,9.953,3.895,2.164,7.789,10.818,7.356,2.164,5.193,-0.329,-0.649,1.928,-0.17,-2.216,0.369,0.163,0.944
7.246,0,5.434,0,5.434,9.057,0,3.623,1.811,9.057,3.623,9.057,0,7.246,0,12.68,3.623,0,1.811,5.434,5.73,0.458,-4.575,-5.027,2.053,-3.296,9.986,9.536
6.816,0,5.767,2.622,6.816,6.292,1.049,5.243,5.767,4.194,0,7.865,3.67,3.146,2.097,7.34,12.583,8.389,1.573,3.67,0.763,1.373,2.897,2.555,3.162,-1.611,-1.612,-2.426
6.519,1.087,6.519,4.346,7.063,14.126,2.173,4.346,7.606,5.433,1.63,10.323,3.803,2.173,1.087,8.149,10.323,5.976,4.346,9.236,-9.206,-10.833,1.369,-1.232,-1.395,2.34,0.941,1.753
11.292,5.212,6.949,6.949,8.686,9.555,1.737,4.343,6.949,12.161,0,11.292,5.212,2.606,4.343,6.08,2.606,7.818,0.869,1.737,-14.229,-8.906,17.753,12.705,-11.813,-7.526,-2.226,-2.154
4.654,1.164,5.236,7.563,5.818,8.726,2.327,7.563,6.399,11.635,0.582,4.654,6.981,5.236,5.236,9.89,4.654,10.472,2.909,6.981,-0.859,0.141,-2.957,-5.706,-4.443,-2.625,-1.086,-1.145
7.396,5.479,6.575,5.479,4.109,13.971,1.096,2.739,3.561,6.575,1.644,8.218,5.205,4.931,1.918,13.697,12.601,5.753,2.465,5.479,-4.02,-5.421,0.665,-0.868,-1.895,-2.52,-1.812,-3.02
5.377,0,4.182,1.195,2.39,14.935,1.195,3.584,2.987,2.39,1.195,10.753,3.584,2.987,4.182,10.753,14.935,8.364,6.571,8.961,-3.019,-1.5,-0.77,-2.422,-1.263,2.847,-1.463,-2.93
12.797,0,0,17.916,10.238,7.678,5.119,2.559,2.559,10.238,0,2.559,5.119,0,2.559,17.916,12.797,12.797,5.119,5.119,-5.781,-8.683,-7.125,-10.734,-2.753,-1.596,8.911,-5.331
7.34,0,9.175,11.01,5.505,7.34,1.835,3.67,3.67,9.175,0,3.67,3.67,1.835,3.67,9.175,9.175,7.34,3.67,7.34,-4.055,-0.238,6.849,11.75,5.555,-2.996,-11.175,-13.955
4.183,0,8.366,6.971,1.394,4.183,0,1.394,11.154,9.76,2.789,4.183,2.789,2.789,2.789,2.789,5.577,8.366,2.789,4.183,6.857,7.666,-0.462,-5.342,0.932,3.843,-4.327,4.389
3.659,0,5.488,9.147,1.829,10.062,0.915,3.659,2.744,6.403,0.915,2.744,1.829,1.829,4.573,2.744,3.659,2.744,0.915,6.403,-0.136,4.253,5.84,7.684,6.919,5.8,-6.841,4.22
7.285,1.821,7.285,12.749,7.285,12.749,1.821,7.285,12.749,5.464,1.821,5.464,5.464,7.285,5.464,5.464,3.642,7.285,5.464,5.464,5.721,10.984,-9.674,-2.455,-11.773,-19.06,-0.407,-2.641
12.202,3.486,5.229,6.972,3.486,10.459,1.743,8.715,12.202,3.486,1.743,6.972,6.972,5.229,3.486,5.229,6.972,10.459,3.486,5.229,6.568,6.786,-1.036,3.6,-9.358,-14.764,-6.957,-8.599
5.159,2.58,10.319,10.319,12.898,10.319,0,7.739,7.739,10.319,0,18.058,10.319,7.739,7.739,5.159,5.159,7.739,5.159,5.1591,3.193,9.204,-1.087,2.494,-16.97,-14.008,-22.589,-19.858
