7.376,1.639,3.278,4.917,3.278,9.015,1.639,3.278,10.654,6.557,1.639,4.917,7.376,3.278,1.639,5.737,6.557,2.459,0.82,4.917,3.732,5.296
13.421,1.678,6.711,6.711,4.194,12.582,2.516,2.516,10.905,4.194,1.678,3.355,3.355,6.711,2.516,0.839,7.549,6.711,1.678,4.194,-6.555,2.541
15.659,2.409,6.023,6.023,2.409,8.432,1.205,3.614,9.636,4.818,2.409,3.614,7.227,6.023,1.205,3.614,2.409,8.432,2.409,1.205,1.162,0.066
7.118,1.294,7.118,9.059,4.529,11.647,2.588,2.588,2.588,7.765,3.882,3.882,6.471,2.588,1.941,3.235,7.118,2.588,2.588,4.529,-1.34,6.222
13.239,2.407,7.221,4.814,1.204,13.239,2.407,0,14.442,6.018,6.018,1.204,0,2.407,1.204,6.018,1.204,6.018,0,6.018,0.363,4.558
11.445,2.861,2.861,8.584,5.723,12.876,2.861,5.723,5.723,1.431,8.584,4.292,5.723,4.292,1.431,8.584,8.584,5.723,0,4.292,-4.849,-6.742
12.058,1.855,7.42,8.348,3.71,5.565,2.783,0.928,8.348,9.275,2.783,0,3.71,5.565,3.71,3.71,2.783,0.928,0.928,4.638,2.714,8.243
5.992,0,0,8.988,4.494,1.498,0,4.494,5.992,8.988,0,5.992,1.498,7.49,13.482,5.992,2.996,0,1.498,1.498,11.046,8.063
6.926,1.732,1.732,8.658,3.463,4.329,0.866,2.597,6.926,5.195,0.866,6.06,3.463,6.06,10.389,4.329,3.463,4.329,1.732,2.597,7.145,7.145
4.19,0,2.095,8.38,2.095,3.142,1.047,6.285,11.522,9.427,1.047,7.332,4.19,1.047,7.332,5.237,6.285,2.095,2.095,2.095,5.552,7.508
3.203,2.136,0,8.543,3.203,0,1.068,5.339,7.475,5.339,1.068,4.271,2.136,3.203,8.543,4.271,3.203,3.203,1.068,0,16.042,16.686
5.113,0,0,5.113,3.409,6.817,3.409,10.226,6.817,6.817,1.704,3.409,5.113,6.817,10.226,6.817,1.704,1.704,0,3.409,6.526,4.851
5.514,0,3.676,1.838,0,5.514,1.838,7.353,7.353,3.676,3.676,7.353,0,3.676,7.353,7.353,3.676,5.514,1.838,1.838,9.86,11.1
1.737,1.737,1.737,6.95,0,6.95,5.212,6.95,17.374,6.95,1.737,3.475,5.212,5.212,8.687,1.737,1.737,6.95,5.212,1.737,-2.227,4.932
6.85,0,3.425,6.85,0,3.425,3.425,6.85,6.85,5.138,1.713,6.85,1.713,1.713,10.275,3.425,6.85,1.713,5.138,1.713,7.058,9.027
13.713,0,2.493,11.22,2.493,8.726,2.493,7.48,3.74,11.22,2.493,1.247,4.987,6.233,11.22,4.987,3.74,6.233,0,0,-5.568,0.852
6.313,1.578,6.313,4.734,0,9.469,3.156,12.625,6.313,9.469,4.734,3.156,3.156,9.469,6.313,3.156,9.469,7.891,0,0,-6.491,-0.824
12.01,0,2.184,2.184,1.092,8.735,3.276,6.551,13.102,6.551,1.092,1.092,2.184,4.367,9.827,15.286,2.184,3.276,0,3.276,0.349,1.383
5.424,0.904,7.232,2.712,9.04,5.424,2.712,6.328,7.232,9.944,1.808,7.232,3.616,5.424,6.328,5.424,2.712,2.712,1.808,1.808,2.346,1.826
12.936,0.862,6.037,14.661,0.862,6.037,0.862,0,6.037,20.697,3.45,0,0.862,12.074,13.798,6.037,5.174,7.762,2.587,3.45,-19.053,-5.132
16.605,0,4.529,5.283,3.774,3.774,0.755,2.264,3.019,11.322,6.793,9.812,2.264,12.831,5.283,7.548,6.793,2.264,0.755,4.529,-4.779,-5.418
18.987,0,13.403,8.935,2.234,3.351,2.234,3.351,14.52,11.169,3.351,6.701,4.468,6.701,4.468,2.234,5.585,4.468,0,2.234,-12.641,-5.751
24.397,1.743,4.357,8.713,3.485,8.713,0.871,1.743,13.07,10.456,2.614,1.743,6.099,6.97,1.743,4.357,5.228,2.614,2.614,0,-5.1,-6.428
6.716,1.919,11.514,3.838,6.716,5.757,6.716,7.676,8.635,9.595,0.959,5.757,2.878,4.797,3.838,2.878,6.716,2.878,2.878,5.757,-3.928,-4.493
9.711,0.694,5.549,4.855,5.549,4.162,0,6.243,1.387,8.324,0,6.936,5.549,6.243,7.63,11.098,11.098,9.711,2.081,2.775,-2.639,-6.955
6.845,1.521,1.521,10.648,3.803,9.887,0.761,6.845,3.803,9.887,2.282,2.282,4.563,6.084,3.803,2.282,6.845,3.042,0.761,3.803,7.653,1.081
10.601,2.79,2.79,3.906,3.906,7.253,2.79,2.232,1.674,17.854,3.348,1.116,8.369,9.485,3.348,5.579,6.137,2.79,0.558,1.116,2.888,-0.527
7.64,3.526,3.526,2.938,3.526,5.289,2.938,4.114,6.464,11.754,2.351,8.815,7.052,5.877,4.114,5.877,6.464,9.991,0,3.526,-4.225,-1.557
4.908,2.454,4.295,7.976,4.908,3.681,0.614,4.295,4.295,15.339,1.227,5.522,4.908,6.135,4.908,10.43,4.908,4.295,2.454,4.295,-4.519,2.671
7.109,3.554,3.554,11.552,4.443,2.666,2.666,4.443,5.331,12.44,3.554,3.554,9.774,7.109,5.331,7.997,9.774,4.443,1.777,1.777,-4.968,-7.882
5.906,4.429,2.953,7.382,4.429,2.215,3.691,4.429,8.858,11.811,0.738,4.429,0.738,5.167,6.644,5.906,11.073,2.215,0.738,1.476,1.893,2.88
3.5,4.9,7,8.4,6.3,2.1,2.8,4.9,7.7,11.2,2.8,6.3,2.1,7.7,3.5,8.4,5.6,4.9,0.7,2.8,-3.368,-0.236
6.229,3.114,6.229,9.343,7.786,3.893,2.336,5.45,10.122,14.794,5.45,9.343,3.893,6.229,7.007,5.45,3.114,3.893,0,3.893,-13.06,-4.509
4.168,0.695,1.389,9.726,6.252,1.389,1.389,5.558,7.642,13.894,4.863,6.947,0.695,9.031,9.031,4.863,7.642,6.252,2.779,5.558,-5.982,-3.784
2.555,0,8.518,7.666,8.518,3.407,0,11.074,12.777,8.518,2.555,6.814,2.555,9.37,2.555,7.666,0,4.259,0.852,1.704,-3.829,2.464
2.735,0,5.47,17.778,6.838,6.838,0,2.735,13.675,16.41,1.368,2.735,5.47,5.47,0,8.205,2.735,4.103,0,1.368,-6.716,2.785
8.369,0,10.652,6.087,6.087,6.848,1.522,4.565,12.173,6.848,2.283,0,0,0.761,0.761,8.369,3.804,3.804,0,0,4.494,12.574
14.239,0,10.679,21.358,7.119,10.679,0,14.239,7.119,10.679,0,7.119,0,0,7.119,3.56,3.56,0,0,3.56,-20.761,-0.266
5.139,0.467,5.139,11.679,6.54,4.672,1.401,5.606,11.679,8.409,0.934,3.737,3.27,3.737,2.336,6.54,6.073,2.803,1.401,2.336,-0.936,7.038
7.127,0,9.869,7.127,8.224,7.127,0.548,4.386,6.579,6.579,5.483,6.031,2.741,0.548,2.741,6.031,5.483,6.031,1.645,1.097,2.117,2.485
7.691,2.564,14.101,6.41,7.051,7.051,0.641,4.487,9.614,9.614,4.487,7.051,3.205,5.769,3.846,5.769,5.128,6.41,2.564,5.128,-8.815,-9.761
4.216,2.342,6.089,4.216,4.216,6.558,0.937,6.089,5.153,6.558,0.937,6.089,4.216,5.621,4.216,14.989,8.9,3.747,1.405,3.747,-0.92,0.679
3.081,2.641,3.962,5.722,3.081,4.402,3.081,1.761,7.923,7.483,1.321,4.842,9.684,5.282,2.641,8.804,7.043,10.124,1.761,3.962,-0.149,1.549
2.7,2.16,5.401,4.861,3.241,7.021,1.08,5.401,10.262,11.342,0,4.861,3.241,8.641,2.7,9.722,7.021,6.481,1.62,0.54,-0.562,2.266
5.166,1.291,1.937,10.978,3.229,5.812,0,4.52,8.395,12.915,2.583,4.52,5.812,10.978,3.229,12.915,7.749,9.04,1.937,1.291,-10.75,-3.547
3.114,2.491,9.341,8.096,3.736,4.359,1.868,8.718,18.682,8.718,1.245,4.982,3.114,4.359,1.868,8.096,10.586,4.982,2.491,2.491,-10.857,-2.48
0,2,6,9.001,7,3,4,3,4,11.001,0,5,11.001,0,5,3,9.001,13.001,3,2,-1.081,1.075
3.531,2.943,3.531,10.593,5.297,7.062,2.943,1.766,2.943,8.239,0.589,4.12,5.297,6.474,10.005,7.062,8.239,12.359,2.943,4.708,-5.853,-4.79
5.61,2.244,5.61,7.853,2.244,6.732,5.61,2.244,4.488,11.219,1.122,1.122,7.853,5.61,4.488,3.366,10.097,7.853,4.488,4.488,-5.758,1.419
3.265,2.176,6.529,6.529,4.353,2.176,5.441,7.618,9.794,3.265,5.441,4.353,9.794,5.441,3.265,6.529,8.706,5.441,2.176,5.441,-6.498,-1.235
5.736,2.458,3.278,4.097,8.195,5.736,0.819,0.819,3.278,12.292,0.819,4.097,5.736,4.097,5.736,10.653,5.736,4.917,1.639,3.278,2.79,3.787
6.022,3.011,7.828,16.86,3.011,7.828,1.204,3.011,6.624,3.613,2.409,3.613,4.215,0.602,1.806,6.624,4.817,6.624,0.602,2.409,-3.844,11.112
4.374,1.094,3.281,9.842,3.281,5.468,7.655,3.281,6.561,4.374,2.187,2.187,3.281,5.468,5.468,14.216,13.122,9.842,1.094,3.281,-6.608,-2.744
10.04,1.339,5.355,3.347,3.347,8.701,2.008,5.355,3.347,2.677,1.339,9.37,5.355,4.016,4.016,10.709,9.37,4.685,4.016,4.016,-1.574,-0.831
8.699,0.527,9.49,1.845,6.854,7.381,2.372,5.008,5.272,6.59,2.636,10.28,3.427,2.636,3.427,7.908,8.962,5.008,1.845,5.272,-1.923,-3.516
8.871,2.661,7.984,7.984,7.984,6.21,7.097,5.323,6.21,8.871,0,2.661,2.661,2.661,4.436,3.548,2.661,6.21,0.887,1.774,0.313,2.992
9.063,1.007,5.035,6.042,6.042,6.042,1.007,9.063,8.056,2.014,2.014,7.049,2.014,1.007,2.014,9.063,11.077,9.063,0,6.042,-5.164,2.446
17.307,2.163,5.408,3.245,2.163,11.898,0,4.327,8.653,5.408,1.082,10.817,3.245,3.245,1.082,7.572,10.817,10.817,4.327,2.163,-9.428,-6.31
4.104,0,8.208,5.13,4.104,8.208,2.052,13.339,2.052,8.208,1.026,10.26,12.313,4.104,9.234,7.182,3.078,8.208,1.026,1.026,-8.387,-4.477
15.237,3.809,4.762,1.905,1.905,15.237,1.905,2.857,2.857,3.809,0,1.905,4.762,4.762,0,8.571,15.237,15.237,0.952,0.952,-3.348,-3.312
7.479,2.04,7.479,5.439,3.399,18.357,5.439,4.759,6.119,6.119,0.68,6.119,2.72,2.04,2.04,6.119,4.759,10.198,0,0.68,-2.702,0.721
9.099,0,5.199,5.199,1.3,10.399,0,9.099,3.9,5.199,0,2.6,9.099,1.3,6.499,12.999,15.598,11.699,1.3,7.799,-8.469,-9.818
4.808,0,12.021,9.617,2.404,6.011,0,9.617,6.011,8.415,1.202,3.606,6.011,2.404,4.808,7.213,14.425,4.808,1.202,3.606,-4.907,-3.282
11.005,2.201,6.603,3.302,5.503,3.302,3.302,7.704,4.402,2.201,1.101,6.603,8.804,6.603,2.201,11.005,9.905,6.603,3.302,3.302,-4.905,-4.048
0.983,5.898,3.932,9.831,5.898,3.932,2.949,4.915,4.915,1.966,0,3.932,5.898,2.949,3.932,8.847,8.847,4.915,3.932,3.932,2.574,5.018
5.107,0,6.383,11.49,1.277,5.107,1.277,6.383,8.937,12.767,3.83,7.66,7.66,5.107,6.383,7.66,7.66,14.043,5.107,7.66,-13.786,-17.712
4.705,2.352,5.881,10.586,4.705,3.529,0,3.529,9.41,7.057,0,8.234,7.057,3.529,1.176,9.41,18.82,9.41,3.529,8.234,-9.47,-11.683
7.962,0,5.574,5.574,3.185,2.389,0,7.962,7.166,9.555,1.592,4.777,8.758,5.574,7.166,7.166,6.37,4.777,0.796,2.389,-1.975,3.244
3.302,0,7.265,9.246,6.604,9.907,1.981,3.963,9.907,9.246,2.642,3.302,5.284,3.963,1.981,5.284,4.623,7.925,0.66,3.302,0.588,-0.975
2.26,2.26,5.651,7.911,5.651,2.26,4.521,7.911,10.171,6.781,2.26,5.651,10.171,5.651,3.39,6.781,9.041,6.781,2.26,4.521,-8.628,-3.257
6.004,2.144,3.431,1.715,3.431,9.006,1.287,2.144,5.146,6.862,1.287,3.431,5.146,3.002,3.86,13.295,7.72,10.293,2.144,4.718,0.583,3.351
6.946,0.992,6.946,7.939,6.946,9.923,1.985,5.954,5.954,5.954,1.985,5.954,4.962,0.992,0,11.908,1.985,8.931,0,1.985,-0.54,2.298
8.118,0.812,8.118,4.059,4.059,9.742,2.435,2.435,10.554,7.306,5.683,3.247,5.683,4.059,2.435,2.435,4.059,12.177,0,2.435,-0.746,0.892
12.686,0.976,4.879,8.783,3.904,6.831,4.879,3.904,7.807,3.904,4.879,1.952,6.831,0.976,1.952,2.928,7.807,11.711,0.976,3.904,-0.676,-1.791
11.415,2.446,7.338,5.708,3.262,9.785,4.077,2.446,10.6,5.708,5.708,3.262,1.631,3.262,0.815,6.523,7.338,8.969,1.631,3.262,-4.238,-0.947
6.413,3.206,2.138,1.069,6.413,13.894,2.138,4.275,6.413,4.275,2.138,8.55,5.344,4.275,3.206,7.482,5.344,9.619,2.138,4.275,-3.405,0.8
5.367,1.533,3.067,5.367,5.367,11.5,4.6,6.9,3.067,4.6,2.3,6.9,6.9,4.6,3.067,4.6,6.133,6.9,3.067,3.833,-0.364,0.7
6.948,1.603,5.879,4.276,3.741,6.413,3.207,7.482,4.81,9.62,0.534,6.413,8.551,4.276,4.276,11.224,7.482,4.81,2.672,5.879,-6.103,-3.994
6.233,0.959,4.315,5.753,5.274,8.151,4.315,5.753,6.233,8.151,2.397,9.109,10.068,1.918,2.877,2.877,4.794,8.63,2.397,3.356,-1.947,-1.613
7.215,0.721,5.05,7.215,4.329,9.379,5.772,5.05,5.05,8.658,4.329,5.05,7.936,1.443,3.607,2.164,10.101,12.986,0.721,1.443,-6.133,-2.087
6.451,0.744,6.947,3.722,5.458,6.947,3.225,5.706,3.722,8.684,2.729,4.962,6.947,5.458,6.203,6.947,8.436,5.458,1.489,5.458,-3.632,-2.061
7.1,2.958,5.917,1.183,7.1,5.917,1.775,4.142,4.142,8.283,1.775,6.508,5.917,3.55,2.958,9.467,9.467,11.242,0.592,3.55,-2.763,-0.779
7.415,0.494,4.449,1.977,3.461,6.921,1.977,7.415,3.955,7.415,2.472,9.393,1.977,5.932,6.427,6.427,8.899,6.427,0.989,1.977,0.857,2.742
10.747,1.535,2.303,3.071,1.535,5.757,0.768,4.99,4.606,8.444,3.071,4.99,6.525,3.838,6.141,6.525,11.131,8.828,1.535,3.454,1.201,-0.994
9.136,0.962,3.847,1.923,3.125,9.617,0.721,2.885,3.366,11.3,0.721,6.01,3.606,3.125,4.568,7.213,8.415,9.617,0.481,2.404,4.823,2.134
9.594,1.262,3.535,2.272,5.302,6.06,0.505,4.04,2.272,5.05,2.02,6.817,7.322,4.545,6.565,6.06,7.322,8.584,1.01,1.515,7.803,0.546
9.587,1.128,3.948,5.639,2.256,5.075,3.948,4.511,4.511,9.587,1.692,4.511,7.895,3.948,6.767,3.948,12.97,7.331,0.564,5.075,-1.749,-3.142
5.739,1.435,3.826,5.261,4.783,7.174,3.826,2.87,3.348,8.131,1.913,5.261,5.261,3.826,4.305,5.261,11.001,11.479,1.435,4.305,0.705,-1.145
6.343,0.769,5.382,4.421,5.382,7.496,2.114,4.997,3.844,6.535,2.306,9.418,7.88,4.997,4.036,5.189,10.379,6.919,2.691,4.228,-3.275,-2.052
8.161,1.166,5.829,5.441,3.886,5.052,3.886,5.441,6.606,5.829,1.943,5.829,6.218,2.72,5.052,8.938,8.55,8.161,1.554,5.829,-3.969,-2.123
5.187,2.394,4.389,3.192,3.591,7.58,3.192,6.383,3.99,7.58,2.394,6.383,6.782,3.192,2.793,8.378,9.974,9.575,1.596,3.192,-0.674,-1.062
4.065,0.813,4.471,3.252,3.658,6.91,2.032,6.097,2.439,10.974,2.032,3.658,7.316,5.284,3.658,6.91,11.787,4.878,1.626,4.065,2.054,2.021
5.747,1.916,4.981,4.598,7.663,7.663,1.533,2.682,4.981,6.896,0.766,4.981,9.961,3.448,3.448,8.429,9.195,8.046,1.533,4.214,-0.205,-2.475
7.126,0.838,5.03,3.772,4.192,6.287,3.772,2.934,2.515,8.383,1.257,5.868,5.868,5.449,5.868,7.545,11.317,9.641,2.934,3.772,-1.584,-2.787
9.618,1.312,3.06,1.749,4.809,6.12,0.874,5.683,4.372,6.558,3.06,3.935,10.055,3.935,2.186,7.869,10.929,7.432,2.186,5.246,-0.332,-0.656
7.934,0,5.951,0,5.951,9.918,0,3.967,1.984,9.918,3.967,9.918,0,7.934,0,13.885,3.967,0,1.984,5.951,6.274,0.501
7.024,0,5.944,2.702,7.024,6.484,1.081,5.403,5.944,4.323,0,8.105,3.782,3.242,2.161,7.565,12.968,8.645,1.621,3.782,0.786,1.415
6.775,1.129,6.775,4.517,7.34,14.68,2.258,4.517,7.905,5.646,1.694,10.728,3.952,2.258,1.129,8.469,10.728,6.211,4.517,9.598,-9.568,-11.258
12.108,5.588,7.451,7.451,9.314,10.245,1.863,4.657,7.451,13.04,0,12.108,5.588,2.794,4.657,6.52,2.794,8.383,0.931,1.863,-15.258,-9.549
3.945,0.986,4.439,6.411,4.932,7.398,1.973,6.411,5.425,9.864,0.493,3.945,5.918,4.439,4.439,8.384,3.945,8.877,2.466,5.918,-0.728,0.12
6.758,5.006,6.007,5.006,3.754,12.765,1.001,2.503,3.254,6.007,1.502,7.509,4.756,4.505,1.752,12.514,11.513,5.256,2.253,5.006,-3.673,-4.953
5.072,0,3.945,1.127,2.254,14.09,1.127,3.382,2.818,2.254,1.127,10.145,3.382,2.818,3.945,10.145,14.09,7.89,6.199,8.454,-2.848,-1.415
10.788,0,0,15.103,8.63,6.473,4.315,2.158,2.158,8.63,0,2.158,4.315,0,2.158,15.103,10.788,10.788,4.315,4.315,-4.873,-7.32
7.06,0,8.824,10.589,5.295,7.06,1.765,3.53,3.53,8.824,0,3.53,3.53,1.765,3.53,8.824,8.824,7.06,3.53,7.06,-3.9,-0.229
4.143,0,8.285,6.905,1.381,4.143,0,1.381,11.047,9.666,2.762,4.143,2.762,2.762,2.762,2.762,5.524,8.285,2.762,4.143,6.791,7.593
4.79,0,7.186,11.976,2.395,13.173,1.198,4.79,3.593,8.383,1.198,3.593,2.395,2.395,5.988,3.593,4.79,3.593,1.198,8.383,-0.178,5.569
4.989,1.247,4.989,8.731,4.989,8.731,1.247,4.989,8.731,3.742,1.247,3.742,3.742,4.989,3.742,3.742,2.495,4.989,3.742,3.742,3.918,7.523
8.899,2.543,3.814,5.085,2.543,7.628,1.271,6.356,8.899,2.543,1.271,5.085,5.085,3.814,2.543,3.814,5.085,7.628,2.543,3.814,4.79,4.949
2.999,1.5,5.999,5.999,7.498,5.999,0,4.499,4.499,5.999,0,10.498,5.999,4.499,4.499,2.999,2.999,4.499,2.999,2.999,7.67,5.35
5.916,0,2.958,7.395,4.437,13.311,1.479,8.874,7.395,4.437,0,8.874,1.479,0,4.437,8.874,2.958,11.832,1.479,5.916,-2.484,0.435
5.259,0,5.259,10.518,3.506,12.271,0,5.259,22.789,5.259,3.506,0,1.753,5.259,3.506,5.259,5.259,8.765,1.753,3.506,-11.095,2.411
4.75,1.9,3.8,7.6,1.9,2.85,0.95,11.4,9.5,4.75,3.8,5.7,2.85,4.75,3.8,7.6,11.4,3.8,0.95,3.8,0.41,1.736
3.103,3.103,7.756,4.654,6.205,9.308,1.551,4.654,7.756,7.756,1.551,7.756,1.551,3.103,3.103,4.654,15.513,9.308,1.551,3.103,-5.336,-1.701
11.597,3.568,5.352,3.568,1.784,5.352,1.784,4.46,2.676,8.028,2.676,1.784,2.676,3.568,7.136,8.028,7.136,6.244,0,10.705,0.158,1.716
8.709,3.871,3.871,4.838,4.838,6.774,0.968,1.935,7.741,9.677,7.741,0.968,10.644,3.871,5.806,5.806,4.838,11.612,0,1.935,-1.628,-4.815
9.044,4.522,5.653,6.783,5.653,7.914,3.392,3.392,5.653,16.958,2.261,3.392,5.653,3.392,3.392,6.783,7.914,3.392,1.131,4.522,-5.659,-5.134
8.845,0,4.422,8.108,2.211,7.371,2.948,3.685,15.478,8.108,2.948,3.685,4.422,3.685,3.685,2.211,5.897,6.634,0.737,5.159,-3.054,2.812
2.047,0,10.233,8.187,3.07,6.14,3.07,11.256,15.35,11.256,1.023,7.163,7.163,4.093,2.047,11.256,11.256,2.047,3.07,6.14,-15.89,-9.978
7.104,0,6.393,6.393,2.131,4.973,1.421,7.104,9.945,9.945,0.71,4.262,2.131,5.683,5.683,6.393,7.104,7.814,0.71,1.421,-2.589,5.27
8.267,0.376,8.643,7.14,4.134,6.013,2.255,10.146,10.522,6.388,0.752,6.388,7.516,2.631,2.255,4.885,7.14,5.261,2.255,4.134,-5.334,-1.766
9.985,1.248,8.737,9.361,3.744,5.617,3.12,5.617,9.985,9.361,1.872,4.369,8.113,1.248,2.496,4.993,3.12,9.985,1.248,4.993,-5.99,-3.223
8.114,0,3.246,16.229,11.36,14.606,1.623,4.869,8.114,3.246,1.623,4.869,1.623,6.492,1.623,4.869,3.246,11.36,1.623,0,-7.74,-0.994
5.682,1.42,4.261,5.682,4.261,9.943,1.42,5.682,8.522,14.204,2.841,2.841,8.522,8.522,5.682,9.943,5.682,11.363,0,7.102,-14.967,-8.608
5.084,0,5.084,7.626,1.271,3.813,3.813,5.084,17.795,5.084,2.542,1.271,2.542,1.271,8.897,3.813,6.355,15.252,0,6.355,-2.604,-0.35
3.122,1.249,4.371,5.62,4.371,8.743,2.498,3.747,7.494,11.865,0.624,4.371,4.371,3.747,3.122,5.62,4.996,2.498,0.624,4.371,3.687,8.884
2.732,0.683,4.781,7.513,5.464,4.781,2.049,5.464,10.245,9.562,2.732,6.147,6.147,7.513,2.732,10.245,2.732,8.196,0.683,3.415,-3.05,-0.762
6,2.667,6,7.334,6,6,1.333,4,5.333,8,3.333,5.333,4.667,5.333,4,6,5.333,6.667,1.333,2,-1.285,4.616
9.241,0.66,5.941,5.281,5.941,3.3,1.98,8.581,7.261,9.901,1.98,6.601,3.961,5.281,1.98,5.941,7.921,4.621,1.32,4.621,-2.356,0.043
4.506,3.755,5.257,5.257,0,9.763,0.751,6.759,5.257,6.008,3.755,7.51,2.253,2.253,6.008,9.763,9.763,5.257,3.755,6.759,-2.399,-1.985
2.88,2.88,7.201,0.72,2.16,6.481,0.72,5.041,5.761,7.201,3.6,5.761,2.88,6.481,1.44,10.801,5.041,4.32,4.32,3.6,5.067,5.644
3.854,2.202,6.607,8.259,2.753,7.708,1.101,3.304,6.607,8.809,0,2.202,5.506,5.506,3.854,7.158,4.405,8.809,1.652,4.405,-0.984,6.282
4.48,0.896,5.376,6.272,4.48,11.648,27.775,5.376,8.064,6.272,0.896,1.792,0,0.896,0.896,7.168,5.376,5.376,0,2.688,-3.349,-2.375
9.628,2.063,4.47,1.719,2.407,12.379,2.063,3.095,1.719,4.47,1.032,5.846,4.814,3.095,4.126,11.003,8.253,4.814,2.407,2.751,3.824,4.022
10.578,2.227,2.227,1.113,2.784,17.815,1.67,5.011,0,5.567,0.557,6.681,2.227,3.34,3.897,11.691,11.691,6.681,0.557,4.454,-0.009,-0.759
12.557,3.139,1.046,2.093,3.139,16.743,0.523,4.186,1.046,5.232,1.046,6.802,2.093,4.709,6.279,10.464,9.418,9.941,1.046,2.093,-3.478,-0.118
9.113,6.835,0,0,2.278,11.391,4.556,6.835,2.278,4.556,0,6.835,2.278,4.556,0,15.947,2.278,9.113,2.278,6.835,1.949,0.089
2.342,2.342,7.027,14.054,4.685,9.369,0,2.342,7.027,11.712,0,0,2.342,0,7.027,7.027,4.685,0,0,2.342,3.185,12.49
6.842,0,6.082,7.602,4.561,14.444,4.561,4.561,7.602,6.082,3.801,3.801,5.321,1.52,6.082,7.602,9.122,9.883,2.281,3.041,-10.142,-4.649
7.347,1.225,4.898,6.123,1.225,6.123,2.449,7.347,9.796,9.796,2.449,6.123,4.898,1.225,6.123,3.674,4.898,4.898,3.674,4.898,-3.667,4.481
5.522,4.832,9.663,6.212,2.761,10.353,2.071,6.212,4.832,10.353,2.761,2.761,8.283,4.141,0.69,6.902,8.283,2.761,2.761,2.761,-4.036,-0.879
3.855,3.855,5.782,4.818,3.855,12.527,0.964,4.818,7.709,4.818,2.891,3.855,5.782,3.855,7.709,6.746,2.891,10.6,2.891,4.818,-5.091,0.054
7.913,3.391,9.043,6.217,6.782,6.217,1.13,3.391,6.217,6.782,2.261,5.652,2.826,4.522,7.348,6.217,4.522,6.782,2.261,3.956,-4.279,0.847
4.73,2.365,5.913,7.096,2.957,8.87,3.548,4.139,11.826,3.548,0,6.504,3.548,1.183,0.591,7.096,4.139,11.826,2.957,9.461,-1.136,-1.159
8.999,1.2,6.599,7.799,4.2,5.999,3,4.2,8.399,10.199,2.4,1.8,1.2,1.2,2.4,6.599,8.399,8.399,0.6,4.799,0.078,1.533
5.041,2.241,6.162,11.763,5.041,5.041,3.361,6.162,5.041,8.963,1.68,6.722,1.12,2.241,5.041,5.602,5.041,3.921,0.56,2.241,-1.371,8.385
4.891,0,5.706,11.412,6.521,9.782,0.815,5.706,12.228,7.337,3.261,8.152,0,1.63,4.891,3.261,8.152,8.967,1.63,3.261,-3.031,-4.572
5.229,1.494,8.216,5.976,4.482,8.216,0,5.976,10.457,4.482,2.988,2.988,0.747,1.494,5.229,6.723,8.216,11.951,1.494,1.494,1.965,0.186
